scenario_id,frame_id,timestamp_s,truth_id,type,active,visible_to_detector,source_id,world_north_m,world_east_m,world_up_m
pipeline_b_degraded_link_operator_scene_v1,85,8.500,bike_01,bike,1,1,101,52.225,-14.430,0.000
pipeline_b_degraded_link_operator_scene_v1,85,8.500,cow_01,cow,1,1,301,81.890,28.060,0.000
pipeline_b_degraded_link_operator_scene_v1,85,8.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,86,8.600,bike_01,bike,1,1,101,52.310,-14.388,0.000
pipeline_b_degraded_link_operator_scene_v1,86,8.600,cow_01,cow,1,1,301,81.868,28.072,0.000
pipeline_b_degraded_link_operator_scene_v1,86,8.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,87,8.700,bike_01,bike,1,1,101,52.395,-14.346,0.000
pipeline_b_degraded_link_operator_scene_v1,87,8.700,cow_01,cow,1,1,301,81.846,28.084,0.000
pipeline_b_degraded_link_operator_scene_v1,87,8.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,88,8.800,bike_01,bike,1,1,101,52.480,-14.304,0.000
pipeline_b_degraded_link_operator_scene_v1,88,8.800,cow_01,cow,1,1,301,81.824,28.096,0.000
pipeline_b_degraded_link_operator_scene_v1,88,8.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,89,8.900,bike_01,bike,1,1,101,52.565,-14.262,0.000
pipeline_b_degraded_link_operator_scene_v1,89,8.900,cow_01,cow,1,1,301,81.802,28.108,0.000
pipeline_b_degraded_link_operator_scene_v1,89,8.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,90,9.000,bike_01,bike,1,1,101,52.650,-14.220,0.000
pipeline_b_degraded_link_operator_scene_v1,90,9.000,cow_01,cow,1,1,301,81.780,28.120,0.000
pipeline_b_degraded_link_operator_scene_v1,90,9.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,91,9.100,bike_01,bike,1,1,101,52.735,-14.178,0.000
pipeline_b_degraded_link_operator_scene_v1,91,9.100,cow_01,cow,1,1,301,81.758,28.132,0.000
pipeline_b_degraded_link_operator_scene_v1,91,9.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,92,9.200,bike_01,bike,1,1,101,52.820,-14.136,0.000
pipeline_b_degraded_link_operator_scene_v1,92,9.200,cow_01,cow,1,1,301,81.736,28.144,0.000
pipeline_b_degraded_link_operator_scene_v1,92,9.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,93,9.300,bike_01,bike,1,1,101,52.905,-14.094,0.000
pipeline_b_degraded_link_operator_scene_v1,93,9.300,cow_01,cow,1,1,301,81.714,28.156,0.000
pipeline_b_degraded_link_operator_scene_v1,93,9.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,94,9.400,bike_01,bike,1,1,101,52.990,-14.052,0.000
pipeline_b_degraded_link_operator_scene_v1,94,9.400,cow_01,cow,1,1,301,81.692,28.168,0.000
pipeline_b_degraded_link_operator_scene_v1,94,9.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,95,9.500,bike_01,bike,1,1,101,53.075,-14.010,0.000
pipeline_b_degraded_link_operator_scene_v1,95,9.500,cow_01,cow,1,1,301,81.670,28.180,0.000
pipeline_b_degraded_link_operator_scene_v1,95,9.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,96,9.600,bike_01,bike,1,1,101,53.160,-13.968,0.000
pipeline_b_degraded_link_operator_scene_v1,96,9.600,cow_01,cow,1,1,301,81.648,28.192,0.000
pipeline_b_degraded_link_operator_scene_v1,96,9.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,97,9.700,bike_01,bike,1,1,101,53.245,-13.926,0.000
pipeline_b_degraded_link_operator_scene_v1,97,9.700,cow_01,cow,1,1,301,81.626,28.204,0.000
pipeline_b_degraded_link_operator_scene_v1,97,9.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,98,9.800,bike_01,bike,1,1,101,53.330,-13.884,0.000
pipeline_b_degraded_link_operator_scene_v1,98,9.800,cow_01,cow,1,1,301,81.604,28.216,0.000
pipeline_b_degraded_link_operator_scene_v1,98,9.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,99,9.900,bike_01,bike,1,1,101,53.415,-13.842,0.000
pipeline_b_degraded_link_operator_scene_v1,99,9.900,cow_01,cow,1,1,301,81.582,28.228,0.000
pipeline_b_degraded_link_operator_scene_v1,99,9.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,100,10.000,bike_01,bike,1,1,101,53.500,-13.800,0.000
pipeline_b_degraded_link_operator_scene_v1,100,10.000,cow_01,cow,1,1,301,81.560,28.240,0.000
pipeline_b_degraded_link_operator_scene_v1,100,10.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,101,10.100,bike_01,bike,1,1,101,53.585,-13.758,0.000
pipeline_b_degraded_link_operator_scene_v1,101,10.100,cow_01,cow,1,1,301,81.538,28.252,0.000
pipeline_b_degraded_link_operator_scene_v1,101,10.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,102,10.200,bike_01,bike,1,1,101,53.670,-13.716,0.000
pipeline_b_degraded_link_operator_scene_v1,102,10.200,cow_01,cow,1,1,301,81.516,28.264,0.000
pipeline_b_degraded_link_operator_scene_v1,102,10.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,103,10.300,bike_01,bike,1,1,101,53.755,-13.674,0.000
pipeline_b_degraded_link_operator_scene_v1,103,10.300,cow_01,cow,1,1,301,81.494,28.276,0.000
pipeline_b_degraded_link_operator_scene_v1,103,10.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,104,10.400,bike_01,bike,1,1,101,53.840,-13.632,0.000
pipeline_b_degraded_link_operator_scene_v1,104,10.400,cow_01,cow,1,1,301,81.472,28.288,0.000
pipeline_b_degraded_link_operator_scene_v1,104,10.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,105,10.500,bike_01,bike,1,1,101,53.925,-13.590,0.000
pipeline_b_degraded_link_operator_scene_v1,105,10.500,cow_01,cow,1,1,301,81.450,28.300,0.000
pipeline_b_degraded_link_operator_scene_v1,105,10.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,106,10.600,bike_01,bike,1,1,101,54.010,-13.548,0.000
pipeline_b_degraded_link_operator_scene_v1,106,10.600,cow_01,cow,1,1,301,81.428,28.312,0.000
pipeline_b_degraded_link_operator_scene_v1,106,10.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,107,10.700,bike_01,bike,1,1,101,54.095,-13.506,0.000
pipeline_b_degraded_link_operator_scene_v1,107,10.700,cow_01,cow,1,1,301,81.406,28.324,0.000
pipeline_b_degraded_link_operator_scene_v1,107,10.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,108,10.800,bike_01,bike,1,1,101,54.180,-13.464,0.000
pipeline_b_degraded_link_operator_scene_v1,108,10.800,cow_01,cow,1,1,301,81.384,28.336,0.000
pipeline_b_degraded_link_operator_scene_v1,108,10.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,109,10.900,bike_01,bike,1,1,101,54.265,-13.422,0.000
pipeline_b_degraded_link_operator_scene_v1,109,10.900,cow_01,cow,1,1,301,81.362,28.348,0.000
pipeline_b_degraded_link_operator_scene_v1,109,10.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,110,11.000,bike_01,bike,1,1,101,54.350,-13.380,0.000
pipeline_b_degraded_link_operator_scene_v1,110,11.000,cow_01,cow,1,1,301,81.340,28.360,0.000
pipeline_b_degraded_link_operator_scene_v1,110,11.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,111,11.100,bike_01,bike,1,1,101,54.435,-13.338,0.000
pipeline_b_degraded_link_operator_scene_v1,111,11.100,cow_01,cow,1,1,301,81.318,28.372,0.000
pipeline_b_degraded_link_operator_scene_v1,111,11.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,112,11.200,bike_01,bike,1,1,101,54.520,-13.296,0.000
pipeline_b_degraded_link_operator_scene_v1,112,11.200,cow_01,cow,1,1,301,81.296,28.384,0.000
pipeline_b_degraded_link_operator_scene_v1,112,11.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,113,11.300,bike_01,bike,1,1,101,54.605,-13.254,0.000
pipeline_b_degraded_link_operator_scene_v1,113,11.300,cow_01,cow,1,1,301,81.274,28.396,0.000
pipeline_b_degraded_link_operator_scene_v1,113,11.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,114,11.400,bike_01,bike,1,1,101,54.690,-13.212,0.000
pipeline_b_degraded_link_operator_scene_v1,114,11.400,cow_01,cow,1,1,301,81.252,28.408,0.000
pipeline_b_degraded_link_operator_scene_v1,114,11.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,115,11.500,bike_01,bike,1,1,101,54.775,-13.170,0.000
pipeline_b_degraded_link_operator_scene_v1,115,11.500,cow_01,cow,1,1,301,81.230,28.420,0.000
pipeline_b_degraded_link_operator_scene_v1,115,11.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,116,11.600,bike_01,bike,1,1,101,54.860,-13.128,0.000
pipeline_b_degraded_link_operator_scene_v1,116,11.600,cow_01,cow,1,1,301,81.208,28.432,0.000
pipeline_b_degraded_link_operator_scene_v1,116,11.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,117,11.700,bike_01,bike,1,1,101,54.945,-13.086,0.000
pipeline_b_degraded_link_operator_scene_v1,117,11.700,cow_01,cow,1,1,301,81.186,28.444,0.000
pipeline_b_degraded_link_operator_scene_v1,117,11.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,118,11.800,bike_01,bike,1,1,101,55.030,-13.044,0.000
pipeline_b_degraded_link_operator_scene_v1,118,11.800,cow_01,cow,1,1,301,81.164,28.456,0.000
pipeline_b_degraded_link_operator_scene_v1,118,11.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,119,11.900,bike_01,bike,1,1,101,55.115,-13.002,0.000
pipeline_b_degraded_link_operator_scene_v1,119,11.900,cow_01,cow,1,1,301,81.142,28.468,0.000
pipeline_b_degraded_link_operator_scene_v1,119,11.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,120,12.000,bike_01,bike,1,1,101,55.200,-12.960,0.000
pipeline_b_degraded_link_operator_scene_v1,120,12.000,cow_01,cow,1,1,301,81.120,28.480,0.000
pipeline_b_degraded_link_operator_scene_v1,120,12.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,121,12.100,bike_01,bike,1,1,101,55.285,-12.918,0.000
pipeline_b_degraded_link_operator_scene_v1,121,12.100,cow_01,cow,1,1,301,81.098,28.492,0.000
pipeline_b_degraded_link_operator_scene_v1,121,12.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,122,12.200,bike_01,bike,1,1,101,55.370,-12.876,0.000
pipeline_b_degraded_link_operator_scene_v1,122,12.200,cow_01,cow,1,1,301,81.076,28.504,0.000
pipeline_b_degraded_link_operator_scene_v1,122,12.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,123,12.300,bike_01,bike,1,1,101,55.455,-12.834,0.000
pipeline_b_degraded_link_operator_scene_v1,123,12.300,cow_01,cow,1,1,301,81.054,28.516,0.000
pipeline_b_degraded_link_operator_scene_v1,123,12.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,124,12.400,bike_01,bike,1,1,101,55.540,-12.792,0.000
pipeline_b_degraded_link_operator_scene_v1,124,12.400,cow_01,cow,1,1,301,81.032,28.528,0.000
pipeline_b_degraded_link_operator_scene_v1,124,12.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,125,12.500,bike_01,bike,1,1,101,55.625,-12.750,0.000
pipeline_b_degraded_link_operator_scene_v1,125,12.500,cow_01,cow,1,1,301,81.010,28.540,0.000
pipeline_b_degraded_link_operator_scene_v1,125,12.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,126,12.600,bike_01,bike,1,1,101,55.710,-12.708,0.000
pipeline_b_degraded_link_operator_scene_v1,126,12.600,cow_01,cow,1,1,301,80.988,28.552,0.000
pipeline_b_degraded_link_operator_scene_v1,126,12.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,127,12.700,bike_01,bike,1,1,101,55.795,-12.666,0.000
pipeline_b_degraded_link_operator_scene_v1,127,12.700,cow_01,cow,1,1,301,80.966,28.564,0.000
pipeline_b_degraded_link_operator_scene_v1,127,12.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,128,12.800,bike_01,bike,1,1,101,55.880,-12.624,0.000
pipeline_b_degraded_link_operator_scene_v1,128,12.800,cow_01,cow,1,1,301,80.944,28.576,0.000
pipeline_b_degraded_link_operator_scene_v1,128,12.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,129,12.900,bike_01,bike,1,1,101,55.965,-12.582,0.000
pipeline_b_degraded_link_operator_scene_v1,129,12.900,cow_01,cow,1,1,301,80.922,28.588,0.000
pipeline_b_degraded_link_operator_scene_v1,129,12.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,130,13.000,bike_01,bike,1,1,101,56.050,-12.540,0.000
pipeline_b_degraded_link_operator_scene_v1,130,13.000,cow_01,cow,1,1,301,80.900,28.600,0.000
pipeline_b_degraded_link_operator_scene_v1,130,13.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,131,13.100,bike_01,bike,1,1,101,56.135,-12.498,0.000
pipeline_b_degraded_link_operator_scene_v1,131,13.100,cow_01,cow,1,1,301,80.878,28.612,0.000
pipeline_b_degraded_link_operator_scene_v1,131,13.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,132,13.200,bike_01,bike,1,1,101,56.220,-12.456,0.000
pipeline_b_degraded_link_operator_scene_v1,132,13.200,cow_01,cow,1,1,301,80.856,28.624,0.000
pipeline_b_degraded_link_operator_scene_v1,132,13.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,133,13.300,bike_01,bike,1,1,101,56.305,-12.414,0.000
pipeline_b_degraded_link_operator_scene_v1,133,13.300,cow_01,cow,1,1,301,80.834,28.636,0.000
pipeline_b_degraded_link_operator_scene_v1,133,13.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,134,13.400,bike_01,bike,1,1,101,56.390,-12.372,0.000
pipeline_b_degraded_link_operator_scene_v1,134,13.400,cow_01,cow,1,1,301,80.812,28.648,0.000
pipeline_b_degraded_link_operator_scene_v1,134,13.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,135,13.500,bike_01,bike,1,1,101,56.475,-12.330,0.000
pipeline_b_degraded_link_operator_scene_v1,135,13.500,cow_01,cow,1,1,301,80.790,28.660,0.000
pipeline_b_degraded_link_operator_scene_v1,135,13.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,136,13.600,bike_01,bike,1,1,101,56.560,-12.288,0.000
pipeline_b_degraded_link_operator_scene_v1,136,13.600,cow_01,cow,1,1,301,80.768,28.672,0.000
pipeline_b_degraded_link_operator_scene_v1,136,13.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,137,13.700,bike_01,bike,1,1,101,56.645,-12.246,0.000
pipeline_b_degraded_link_operator_scene_v1,137,13.700,cow_01,cow,1,1,301,80.746,28.684,0.000
pipeline_b_degraded_link_operator_scene_v1,137,13.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,138,13.800,bike_01,bike,1,1,101,56.730,-12.204,0.000
pipeline_b_degraded_link_operator_scene_v1,138,13.800,cow_01,cow,1,1,301,80.724,28.696,0.000
pipeline_b_degraded_link_operator_scene_v1,138,13.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,139,13.900,bike_01,bike,1,1,101,56.815,-12.162,0.000
pipeline_b_degraded_link_operator_scene_v1,139,13.900,cow_01,cow,1,1,301,80.702,28.708,0.000
pipeline_b_degraded_link_operator_scene_v1,139,13.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,140,14.000,bike_01,bike,1,1,101,56.900,-12.120,0.000
pipeline_b_degraded_link_operator_scene_v1,140,14.000,cow_01,cow,1,1,301,80.680,28.720,0.000
pipeline_b_degraded_link_operator_scene_v1,140,14.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,141,14.100,bike_01,bike,1,1,101,56.985,-12.078,0.000
pipeline_b_degraded_link_operator_scene_v1,141,14.100,cow_01,cow,1,1,301,80.658,28.732,0.000
pipeline_b_degraded_link_operator_scene_v1,141,14.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,142,14.200,bike_01,bike,1,1,101,57.070,-12.036,0.000
pipeline_b_degraded_link_operator_scene_v1,142,14.200,cow_01,cow,1,1,301,80.636,28.744,0.000
pipeline_b_degraded_link_operator_scene_v1,142,14.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,143,14.300,bike_01,bike,1,1,101,57.155,-11.994,0.000
pipeline_b_degraded_link_operator_scene_v1,143,14.300,cow_01,cow,1,1,301,80.614,28.756,0.000
pipeline_b_degraded_link_operator_scene_v1,143,14.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,144,14.400,bike_01,bike,1,1,101,57.240,-11.952,0.000
pipeline_b_degraded_link_operator_scene_v1,144,14.400,cow_01,cow,1,1,301,80.592,28.768,0.000
pipeline_b_degraded_link_operator_scene_v1,144,14.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,145,14.500,bike_01,bike,1,1,101,57.325,-11.910,0.000
pipeline_b_degraded_link_operator_scene_v1,145,14.500,cow_01,cow,1,1,301,80.570,28.780,0.000
pipeline_b_degraded_link_operator_scene_v1,145,14.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,146,14.600,bike_01,bike,1,1,101,57.410,-11.868,0.000
pipeline_b_degraded_link_operator_scene_v1,146,14.600,cow_01,cow,1,1,301,80.548,28.792,0.000
pipeline_b_degraded_link_operator_scene_v1,146,14.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,147,14.700,bike_01,bike,1,1,101,57.495,-11.826,0.000
pipeline_b_degraded_link_operator_scene_v1,147,14.700,cow_01,cow,1,1,301,80.526,28.804,0.000
pipeline_b_degraded_link_operator_scene_v1,147,14.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,148,14.800,bike_01,bike,1,1,101,57.580,-11.784,0.000
pipeline_b_degraded_link_operator_scene_v1,148,14.800,cow_01,cow,1,1,301,80.504,28.816,0.000
pipeline_b_degraded_link_operator_scene_v1,148,14.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,149,14.900,bike_01,bike,1,1,101,57.665,-11.742,0.000
pipeline_b_degraded_link_operator_scene_v1,149,14.900,cow_01,cow,1,1,301,80.482,28.828,0.000
pipeline_b_degraded_link_operator_scene_v1,149,14.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,150,15.000,bike_01,bike,1,1,101,57.750,-11.700,0.000
pipeline_b_degraded_link_operator_scene_v1,150,15.000,cow_01,cow,1,1,301,80.460,28.840,0.000
pipeline_b_degraded_link_operator_scene_v1,150,15.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,151,15.100,bike_01,bike,1,1,101,57.835,-11.658,0.000
pipeline_b_degraded_link_operator_scene_v1,151,15.100,cow_01,cow,1,1,301,80.438,28.852,0.000
pipeline_b_degraded_link_operator_scene_v1,151,15.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,152,15.200,bike_01,bike,1,1,101,57.920,-11.616,0.000
pipeline_b_degraded_link_operator_scene_v1,152,15.200,cow_01,cow,1,1,301,80.416,28.864,0.000
pipeline_b_degraded_link_operator_scene_v1,152,15.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,153,15.300,bike_01,bike,1,1,101,58.005,-11.574,0.000
pipeline_b_degraded_link_operator_scene_v1,153,15.300,cow_01,cow,1,1,301,80.394,28.876,0.000
pipeline_b_degraded_link_operator_scene_v1,153,15.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,154,15.400,bike_01,bike,1,1,101,58.090,-11.532,0.000
pipeline_b_degraded_link_operator_scene_v1,154,15.400,cow_01,cow,1,1,301,80.372,28.888,0.000
pipeline_b_degraded_link_operator_scene_v1,154,15.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,155,15.500,bike_01,bike,1,1,101,58.175,-11.490,0.000
pipeline_b_degraded_link_operator_scene_v1,155,15.500,cow_01,cow,1,1,301,80.350,28.900,0.000
pipeline_b_degraded_link_operator_scene_v1,155,15.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,156,15.600,bike_01,bike,1,1,101,58.260,-11.448,0.000
pipeline_b_degraded_link_operator_scene_v1,156,15.600,cow_01,cow,1,1,301,80.328,28.912,0.000
pipeline_b_degraded_link_operator_scene_v1,156,15.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,157,15.700,bike_01,bike,1,1,101,58.345,-11.406,0.000
pipeline_b_degraded_link_operator_scene_v1,157,15.700,cow_01,cow,1,1,301,80.306,28.924,0.000
pipeline_b_degraded_link_operator_scene_v1,157,15.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,158,15.800,bike_01,bike,1,1,101,58.430,-11.364,0.000
pipeline_b_degraded_link_operator_scene_v1,158,15.800,cow_01,cow,1,1,301,80.284,28.936,0.000
pipeline_b_degraded_link_operator_scene_v1,158,15.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,159,15.900,bike_01,bike,1,1,101,58.515,-11.322,0.000
pipeline_b_degraded_link_operator_scene_v1,159,15.900,cow_01,cow,1,1,301,80.262,28.948,0.000
pipeline_b_degraded_link_operator_scene_v1,159,15.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,160,16.000,bike_01,bike,1,1,101,58.600,-11.280,0.000
pipeline_b_degraded_link_operator_scene_v1,160,16.000,cow_01,cow,1,1,301,80.240,28.960,0.000
pipeline_b_degraded_link_operator_scene_v1,160,16.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,161,16.100,bike_01,bike,1,1,101,58.685,-11.238,0.000
pipeline_b_degraded_link_operator_scene_v1,161,16.100,cow_01,cow,1,1,301,80.218,28.972,0.000
pipeline_b_degraded_link_operator_scene_v1,161,16.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,162,16.200,bike_01,bike,1,1,101,58.770,-11.196,0.000
pipeline_b_degraded_link_operator_scene_v1,162,16.200,cow_01,cow,1,1,301,80.196,28.984,0.000
pipeline_b_degraded_link_operator_scene_v1,162,16.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,163,16.300,bike_01,bike,1,1,101,58.855,-11.154,0.000
pipeline_b_degraded_link_operator_scene_v1,163,16.300,cow_01,cow,1,1,301,80.174,28.996,0.000
pipeline_b_degraded_link_operator_scene_v1,163,16.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,164,16.400,bike_01,bike,1,1,101,58.940,-11.112,0.000
pipeline_b_degraded_link_operator_scene_v1,164,16.400,cow_01,cow,1,1,301,80.152,29.008,0.000
pipeline_b_degraded_link_operator_scene_v1,164,16.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,165,16.500,bike_01,bike,1,1,101,59.025,-11.070,0.000
pipeline_b_degraded_link_operator_scene_v1,165,16.500,cow_01,cow,1,1,301,80.130,29.020,0.000
pipeline_b_degraded_link_operator_scene_v1,165,16.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,166,16.600,bike_01,bike,1,1,101,59.110,-11.028,0.000
pipeline_b_degraded_link_operator_scene_v1,166,16.600,cow_01,cow,1,1,301,80.108,29.032,0.000
pipeline_b_degraded_link_operator_scene_v1,166,16.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,167,16.700,bike_01,bike,1,1,101,59.195,-10.986,0.000
pipeline_b_degraded_link_operator_scene_v1,167,16.700,cow_01,cow,1,1,301,80.086,29.044,0.000
pipeline_b_degraded_link_operator_scene_v1,167,16.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,168,16.800,bike_01,bike,1,1,101,59.280,-10.944,0.000
pipeline_b_degraded_link_operator_scene_v1,168,16.800,cow_01,cow,1,1,301,80.064,29.056,0.000
pipeline_b_degraded_link_operator_scene_v1,168,16.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,169,16.900,bike_01,bike,1,1,101,59.365,-10.902,0.000
pipeline_b_degraded_link_operator_scene_v1,169,16.900,cow_01,cow,1,1,301,80.042,29.068,0.000
pipeline_b_degraded_link_operator_scene_v1,169,16.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
